order_item_id,order_id,product_id,quantity,unit_price,line_total
815,470,32,5,716.4,3582.0
816,1483,4,4,520.29,2081.16
817,869,20,4,461.89,1847.56
818,94,32,1,716.4,716.4
819,1275,24,5,432.46,2162.3
820,120,7,1,808.49,808.49
821,1874,15,1,893.72,893.72
822,426,1,2,678.86,1357.72
823,1457,7,3,808.49,2425.47
824,628,45,4,943.3,3773.2
825,1300,15,2,893.72,1787.44
826,680,6,2,676.06,1352.12
827,1401,47,3,542.83,1628.49
828,991,35,1,146.98,146.98
829,715,45,1,943.3,943.3
830,1455,17,1,184.12,184.12
831,1990,8,1,34.17,34.17
832,1818,20,1,461.89,461.89
833,101,17,3,184.12,552.36
834,905,45,5,943.3,4716.5
835,755,25,3,451.44,1354.32
836,1422,45,2,943.3,1886.6
837,1960,9,5,984.09,4920.45
838,1087,30,1,489.74,489.74
839,248,9,3,984.09,2952.27
840,1525,10,5,851.23,4256.15
841,1823,27,4,455.56,1822.24
842,1348,43,1,858.15,858.15
843,539,34,5,894.09,4470.45
844,1438,16,5,780.63,3903.15
845,1874,31,4,281.84,1127.36
846,1031,18,3,469.89,1409.67
847,409,50,4,441.47,1765.88
848,647,15,1,893.72,893.72
849,972,17,3,184.12,552.36
850,1867,46,1,755.93,755.93
851,1730,23,5,616.52,3082.6
852,1203,16,2,780.63,1561.26
853,1161,45,1,943.3,943.3
854,922,5,4,341.83,1367.32
855,470,4,2,520.29,1040.58
856,219,1,2,678.86,1357.72
857,1649,30,4,489.74,1958.96
858,515,13,4,499.42,1997.68
859,1654,7,3,808.49,2425.47
860,945,14,5,156.09,780.45
861,606,49,5,493.34,2466.7
862,57,33,3,278.99,836.97
863,619,49,3,493.34,1480.02
864,163,46,4,755.93,3023.72
865,1134,42,2,946.59,1893.18
866,218,33,1,278.99,278.99
867,727,9,2,984.09,1968.18
868,1740,24,4,432.46,1729.84
869,605,29,5,768.15,3840.75
870,318,33,2,278.99,557.98
871,898,50,4,441.47,1765.88
872,1545,13,1,499.42,499.42
873,26,18,4,469.89,1879.56
874,178,11,3,460.85,1382.55
875,71,37,1,709.34,709.34
876,418,10,4,851.23,3404.92
877,1625,7,1,808.49,808.49
878,1111,16,1,780.63,780.63
879,1727,30,2,489.74,979.48
880,1671,18,1,469.89,469.89
881,1597,31,5,281.84,1409.2
882,1612,29,3,768.15,2304.45
883,713,17,1,184.12,184.12
884,477,36,1,389.19,389.19
885,881,23,4,616.52,2466.08
886,792,14,2,156.09,312.18
887,1534,26,5,746.21,3731.05
888,12,28,5,841.45,4207.25
889,531,22,1,599.49,599.49
890,1718,29,3,768.15,2304.45
891,1751,24,1,432.46,432.46
892,1482,4,4,520.29,2081.16
893,1520,47,4,542.83,2171.32
894,1924,13,3,499.42,1498.26
895,1518,13,4,499.42,1997.68
896,42,12,5,202.48,1012.4
897,799,18,5,469.89,2349.45
898,1737,39,4,547.18,2188.72
899,1326,34,4,894.09,3576.36
900,238,7,1,808.49,808.49
901,389,42,2,946.59,1893.18
902,1883,8,2,34.17,68.34
903,1976,8,1,34.17,34.17
904,437,3,5,662.25,3311.25
905,1124,18,2,469.89,939.78
906,934,5,5,341.83,1709.15
907,781,7,3,808.49,2425.47
908,1347,15,5,893.72,4468.6
909,1806,45,4,943.3,3773.2
910,1664,26,4,746.21,2984.84
911,1758,7,2,808.49,1616.98
912,1700,47,3,542.83,1628.49
913,991,32,2,716.4,1432.8
914,1547,11,2,460.85,921.7
915,864,23,3,616.52,1849.56
916,312,46,5,755.93,3779.65
917,1306,19,1,256.7,256.7
918,789,7,2,808.49,1616.98
919,533,33,5,278.99,1394.95
920,1004,31,3,281.84,845.52
921,1216,45,2,943.3,1886.6
922,1416,11,3,460.85,1382.55
923,1994,44,1,386.57,386.57
924,1426,11,2,460.85,921.7
925,548,22,4,599.49,2397.96
926,412,10,1,851.23,851.23
927,1677,43,4,858.15,3432.6
928,210,28,3,841.45,2524.35
929,667,2,2,478.44,956.88
930,1569,17,1,184.12,184.12
931,888,11,1,460.85,460.85
932,1468,39,3,547.18,1641.54
933,1862,31,5,281.84,1409.2
934,1659,1,4,678.86,2715.44
935,1652,16,4,780.63,3122.52
936,1440,8,1,34.17,34.17
937,1354,2,5,478.44,2392.2
938,339,44,3,386.57,1159.71
939,158,15,5,893.72,4468.6
940,1317,33,2,278.99,557.98
941,1207,49,2,493.34,986.68
942,749,50,1,441.47,441.47
943,759,7,3,808.49,2425.47
944,1338,48,3,801.86,2405.58
945,163,29,4,768.15,3072.6
946,1766,48,3,801.86,2405.58
947,987,35,3,146.98,440.94
948,482,43,4,858.15,3432.6
949,1905,17,3,184.12,552.36
950,1267,30,1,489.74,489.74
951,1305,23,3,616.52,1849.56
952,1020,46,3,755.93,2267.79
953,1684,34,5,894.09,4470.45
954,1252,31,1,281.84,281.84
955,1600,18,5,469.89,2349.45
956,430,47,1,542.83,542.83
957,231,10,4,851.23,3404.92
958,1958,15,2,893.72,1787.44
959,364,23,4,616.52,2466.08
960,855,2,2,478.44,956.88
961,1033,37,4,709.34,2837.36
962,830,24,2,432.46,864.92
963,1908,48,1,801.86,801.86
964,10,13,4,499.42,1997.68
965,67,41,1,395.57,395.57
966,1720,18,5,469.89,2349.45
967,1173,29,5,768.15,3840.75
968,1940,12,3,202.48,607.44
969,592,44,3,386.57,1159.71
970,1941,22,4,599.49,2397.96
971,1195,38,4,420.71,1682.84
972,31,18,3,469.89,1409.67
973,1,13,1,499.42,499.42
974,1180,38,5,420.71,2103.55
975,389,45,3,943.3,2829.9
976,1105,40,1,71.63,71.63
977,898,28,4,841.45,3365.8
978,1290,37,3,709.34,2128.02
979,1780,19,1,256.7,256.7
980,1421,1,4,678.86,2715.44
981,1342,44,2,386.57,773.14
982,1789,30,2,489.74,979.48
983,1539,34,3,894.09,2682.27
984,867,40,5,71.63,358.15
985,1217,43,2,858.15,1716.3
986,1101,20,4,461.89,1847.56
987,1756,19,1,256.7,256.7
988,442,19,1,256.7,256.7
989,473,30,1,489.74,489.74
990,1998,14,3,156.09,468.27
991,1569,38,1,420.71,420.71
992,1278,4,4,520.29,2081.16
993,1997,20,1,461.89,461.89
994,566,28,3,841.45,2524.35
995,288,43,1,858.15,858.15
996,602,4,3,520.29,1560.87
997,295,9,3,984.09,2952.27
998,1163,19,5,256.7,1283.5
999,325,43,5,858.15,4290.75
1000,1776,10,1,851.23,851.23
1001,768,46,3,755.93,2267.79
1002,1356,10,2,851.23,1702.46
1003,233,28,5,841.45,4207.25
1004,234,6,3,676.06,2028.18
1005,1659,15,1,893.72,893.72
1006,1860,31,3,281.84,845.52
1007,135,16,4,780.63,3122.52
1008,739,28,4,841.45,3365.8
1009,780,7,3,808.49,2425.47
1010,1250,20,5,461.89,2309.45
1011,1949,20,2,461.89,923.78
1012,674,37,4,709.34,2837.36
1013,1222,44,3,386.57,1159.71
1014,1858,38,2,420.71,841.42
1015,1184,44,2,386.57,773.14
1016,712,17,2,184.12,368.24
1017,1114,27,5,455.56,2277.8
1018,1255,13,3,499.42,1498.26
1019,524,20,1,461.89,461.89
1020,303,20,5,461.89,2309.45
1021,1266,41,4,395.57,1582.28
1022,932,35,2,146.98,293.96
1023,843,25,4,451.44,1805.76
1024,578,7,2,808.49,1616.98
1025,18,34,4,894.09,3576.36
1026,1430,45,3,943.3,2829.9
1027,1412,33,3,278.99,836.97
1028,1012,30,3,489.74,1469.22
1029,1086,28,4,841.45,3365.8
1030,1750,27,4,455.56,1822.24
1031,1194,30,1,489.74,489.74
1032,1320,36,1,389.19,389.19
1033,1333,50,4,441.47,1765.88
1034,403,6,2,676.06,1352.12
1035,1897,40,3,71.63,214.89
1036,1502,16,5,780.63,3903.15
1037,418,33,3,278.99,836.97
1038,1815,9,5,984.09,4920.45
1039,40,35,5,146.98,734.9
1040,1934,19,1,256.7,256.7
1041,202,49,4,493.34,1973.36
1042,1379,9,4,984.09,3936.36
1043,346,43,1,858.15,858.15
1044,161,30,5,489.74,2448.7
1045,1028,30,1,489.74,489.74
1046,1282,6,1,676.06,676.06
1047,242,18,1,469.89,469.89
1048,1702,22,5,599.49,2997.45
1049,156,7,3,808.49,2425.47
1050,596,37,4,709.34,2837.36
1051,750,45,3,943.3,2829.9
1052,1166,4,1,520.29,520.29
1053,862,48,5,801.86,4009.3
1054,830,44,5,386.57,1932.85
1055,784,48,1,801.86,801.86
1056,1022,45,2,943.3,1886.6
1057,1821,34,2,894.09,1788.18
1058,1052,36,4,389.19,1556.76
1059,613,9,2,984.09,1968.18
1060,838,44,2,386.57,773.14
1061,1830,20,3,461.89,1385.67
1062,1206,47,1,542.83,542.83
1063,1809,32,5,716.4,3582.0
1064,284,45,2,943.3,1886.6
1065,988,8,1,34.17,34.17
1066,617,1,2,678.86,1357.72
1067,953,39,1,547.18,547.18
1068,1519,34,1,894.09,894.09
1069,1385,16,2,780.63,1561.26
1070,1912,7,4,808.49,3233.96
1071,451,2,5,478.44,2392.2
1072,138,29,4,768.15,3072.6
1073,605,4,1,520.29,520.29
1074,293,20,4,461.89,1847.56
1075,661,31,2,281.84,563.68
1076,646,16,5,780.63,3903.15
1077,1059,17,5,184.12,920.6
1078,1448,44,4,386.57,1546.28
1079,1748,43,5,858.15,4290.75
1080,1549,8,4,34.17,136.68
1081,112,10,1,851.23,851.23
1082,627,12,2,202.48,404.96
1083,1144,48,2,801.86,1603.72
1084,811,11,5,460.85,2304.25
1085,385,48,5,801.86,4009.3
1086,1521,13,4,499.42,1997.68
1087,111,31,3,281.84,845.52
1088,1807,19,1,256.7,256.7
1089,425,38,4,420.71,1682.84
1090,995,24,3,432.46,1297.38
1091,1827,26,4,746.21,2984.84
1092,550,45,1,943.3,943.3
1093,1084,30,4,489.74,1958.96
1094,1014,28,2,841.45,1682.9
1095,990,2,3,478.44,1435.32
1096,1077,30,1,489.74,489.74
1097,766,37,4,709.34,2837.36
1098,660,1,5,678.86,3394.3
1099,367,20,1,461.89,461.89
1100,1689,42,5,946.59,4732.95
1101,1780,29,1,768.15,768.15
1102,1775,23,2,616.52,1233.04
1103,1145,30,4,489.74,1958.96
1104,1008,18,1,469.89,469.89
1105,795,11,3,460.85,1382.55
1106,377,33,5,278.99,1394.95
1107,589,14,3,156.09,468.27
1108,133,46,5,755.93,3779.65
1109,1210,25,5,451.44,2257.2
1110,1415,5,2,341.83,683.66
1111,1945,42,2,946.59,1893.18
1112,510,23,5,616.52,3082.6
1113,1041,22,4,599.49,2397.96
1114,212,46,2,755.93,1511.86
1115,1687,18,3,469.89,1409.67
1116,274,26,1,746.21,746.21
1117,1651,42,4,946.59,3786.36
1118,552,25,4,451.44,1805.76
1119,305,39,2,547.18,1094.36
1120,1996,37,5,709.34,3546.7
1121,1097,50,5,441.47,2207.35
1122,1722,17,2,184.12,368.24
1123,1255,45,3,943.3,2829.9
1124,520,38,5,420.71,2103.55
1125,880,23,5,616.52,3082.6
1126,1068,40,4,71.63,286.52
1127,1507,5,1,341.83,341.83
1128,1222,2,2,478.44,956.88
1129,887,15,1,893.72,893.72
1130,1157,43,1,858.15,858.15
1131,1311,32,4,716.4,2865.6
1132,268,21,2,670.89,1341.78
1133,1454,50,2,441.47,882.94
1134,1226,7,2,808.49,1616.98
1135,1615,47,4,542.83,2171.32
1136,1958,49,4,493.34,1973.36
1137,257,5,1,341.83,341.83
1138,343,40,3,71.63,214.89
1139,1284,8,1,34.17,34.17
1140,1525,48,1,801.86,801.86
1141,492,29,3,768.15,2304.45
1142,935,39,1,547.18,547.18
1143,1867,12,3,202.48,607.44
1144,1544,7,4,808.49,3233.96
1145,1965,25,2,451.44,902.88
1146,517,41,5,395.57,1977.85
1147,298,36,2,389.19,778.38
1148,130,13,3,499.42,1498.26
1149,839,32,4,716.4,2865.6
1150,1973,44,3,386.57,1159.71
1151,1268,15,2,893.72,1787.44
1152,1222,48,2,801.86,1603.72
1153,45,28,5,841.45,4207.25
1154,1403,13,1,499.42,499.42
1155,1410,38,1,420.71,420.71
1156,1733,41,1,395.57,395.57
1157,1197,14,1,156.09,156.09
1158,624,9,1,984.09,984.09
1159,1022,24,4,432.46,1729.84
1160,537,37,5,709.34,3546.7
1161,1089,5,3,341.83,1025.49
1162,1627,12,5,202.48,1012.4
1163,1009,32,2,716.4,1432.8
1164,1234,14,5,156.09,780.45
1165,899,31,5,281.84,1409.2
1166,1974,23,3,616.52,1849.56
1167,1354,40,5,71.63,358.15
1168,775,9,1,984.09,984.09
1169,1500,29,4,768.15,3072.6
1170,1772,41,4,395.57,1582.28
1171,1178,5,5,341.83,1709.15
1172,1387,6,2,676.06,1352.12
1173,10,34,3,894.09,2682.27
1174,468,7,1,808.49,808.49
1175,62,32,2,716.4,1432.8
1176,1389,4,5,520.29,2601.45
1177,1323,35,3,146.98,440.94
1178,316,2,2,478.44,956.88
1179,1410,19,3,256.7,770.1
1180,1007,25,3,451.44,1354.32
1181,976,5,2,341.83,683.66
1182,1491,19,1,256.7,256.7
1183,1927,35,5,146.98,734.9
1184,1460,16,5,780.63,3903.15
1185,1385,40,5,71.63,358.15
1186,868,20,4,461.89,1847.56
1187,1779,40,1,71.63,71.63
1188,437,35,1,146.98,146.98
1189,1358,38,4,420.71,1682.84
1190,472,17,1,184.12,184.12
1191,457,3,3,662.25,1986.75
1192,8,27,3,455.56,1366.68
1193,450,13,3,499.42,1498.26
1194,449,49,1,493.34,493.34
1195,1426,9,2,984.09,1968.18
1196,128,36,3,389.19,1167.57
1197,330,49,1,493.34,493.34
1198,1060,16,4,780.63,3122.52
1199,674,5,5,341.83,1709.15
1200,416,40,1,71.63,71.63
1201,614,23,1,616.52,616.52
1202,688,27,5,455.56,2277.8
1203,642,48,5,801.86,4009.3
1204,1918,6,5,676.06,3380.3
1205,679,31,2,281.84,563.68
1206,280,18,1,469.89,469.89
1207,1493,7,1,808.49,808.49
1208,1459,32,5,716.4,3582.0
1209,1940,15,3,893.72,2681.16
1210,141,28,4,841.45,3365.8
1211,413,20,2,461.89,923.78
1212,411,2,1,478.44,478.44
1213,1490,2,2,478.44,956.88
1214,1039,35,5,146.98,734.9
1215,364,25,1,451.44,451.44
1216,1951,36,4,389.19,1556.76
1217,1248,4,4,520.29,2081.16
1218,1272,50,4,441.47,1765.88
1219,487,45,2,943.3,1886.6
1220,1596,28,4,841.45,3365.8
1221,297,36,2,389.19,778.38
1222,82,8,4,34.17,136.68
1223,1037,8,5,34.17,170.85
1224,1487,24,3,432.46,1297.38
1225,1267,13,3,499.42,1498.26
1226,920,28,1,841.45,841.45
1227,1168,16,2,780.63,1561.26
1228,1372,6,5,676.06,3380.3
1229,969,1,2,678.86,1357.72
1230,472,27,5,455.56,2277.8
1231,1972,37,1,709.34,709.34
1232,246,1,2,678.86,1357.72
1233,1196,4,1,520.29,520.29
1234,638,4,2,520.29,1040.58
1235,1419,29,2,768.15,1536.3
1236,861,19,1,256.7,256.7
1237,1635,21,3,670.89,2012.67
1238,1680,39,2,547.18,1094.36
1239,1822,19,2,256.7,513.4
1240,1504,39,4,547.18,2188.72
1241,1512,31,1,281.84,281.84
1242,11,43,1,858.15,858.15
1243,282,5,3,341.83,1025.49
1244,583,35,2,146.98,293.96
1245,1932,32,3,716.4,2149.2
1246,643,15,4,893.72,3574.88
1247,819,46,3,755.93,2267.79
1248,863,24,5,432.46,2162.3
1249,728,19,2,256.7,513.4
1250,525,34,3,894.09,2682.27
1251,1043,21,5,670.89,3354.45
1252,1920,33,1,278.99,278.99
1253,858,4,3,520.29,1560.87
1254,1386,27,5,455.56,2277.8
1255,403,32,3,716.4,2149.2
1256,487,6,2,676.06,1352.12
1257,253,9,5,984.09,4920.45
1258,26,15,3,893.72,2681.16
1259,211,48,5,801.86,4009.3
1260,123,14,1,156.09,156.09
1261,1961,24,2,432.46,864.92
1262,1204,3,2,662.25,1324.5
1263,640,45,4,943.3,3773.2
1264,1355,42,4,946.59,3786.36
1265,814,8,1,34.17,34.17
1266,782,32,1,716.4,716.4
1267,534,18,3,469.89,1409.67
1268,244,38,4,420.71,1682.84
1269,987,20,1,461.89,461.89
1270,1066,4,3,520.29,1560.87
1271,42,40,4,71.63,286.52
1272,1122,32,1,716.4,716.4
1273,1839,25,4,451.44,1805.76
1274,146,29,1,768.15,768.15
1275,164,15,2,893.72,1787.44
1276,135,25,2,451.44,902.88
1277,596,43,4,858.15,3432.6
1278,1265,35,1,146.98,146.98
1279,386,43,3,858.15,2574.45
1280,1619,3,5,662.25,3311.25
1281,1074,49,3,493.34,1480.02
1282,483,2,5,478.44,2392.2
1283,1365,49,3,493.34,1480.02
1284,1836,17,5,184.12,920.6
1285,115,14,1,156.09,156.09
1286,250,22,5,599.49,2997.45
1287,1553,28,4,841.45,3365.8
1288,1768,47,1,542.83,542.83
1289,1653,7,5,808.49,4042.45
1290,1628,25,3,451.44,1354.32
1291,761,35,4,146.98,587.92
1292,1668,28,5,841.45,4207.25
1293,657,47,5,542.83,2714.15
1294,127,50,5,441.47,2207.35
1295,1341,17,2,184.12,368.24
1296,1236,25,4,451.44,1805.76
1297,642,48,2,801.86,1603.72
1298,9,9,1,984.09,984.09
1299,125,18,3,469.89,1409.67
1300,1558,6,2,676.06,1352.12
1301,471,50,5,441.47,2207.35
1302,1906,19,3,256.7,770.1
1303,1960,37,4,709.34,2837.36
1304,915,3,5,662.25,3311.25
1305,1901,18,3,469.89,1409.67
1306,424,18,3,469.89,1409.67
1307,1321,42,5,946.59,4732.95
1308,1269,1,1,678.86,678.86
1309,821,20,5,461.89,2309.45
1310,150,43,3,858.15,2574.45
1311,1566,17,2,184.12,368.24
1312,1312,29,4,768.15,3072.6
1313,684,2,4,478.44,1913.76
1314,112,1,4,678.86,2715.44
1315,296,3,3,662.25,1986.75
1316,995,31,5,281.84,1409.2
1317,1751,14,4,156.09,624.36
1318,221,4,5,520.29,2601.45
1319,1816,6,3,676.06,2028.18
1320,935,40,5,71.63,358.15
1321,641,21,1,670.89,670.89
1322,462,29,2,768.15,1536.3
1323,1867,17,3,184.12,552.36
1324,530,17,4,184.12,736.48
1325,1861,9,2,984.09,1968.18
1326,493,41,2,395.57,791.14
1327,1727,10,5,851.23,4256.15
1328,1181,42,1,946.59,946.59
1329,1375,15,1,893.72,893.72
1330,1486,42,1,946.59,946.59
1331,20,12,5,202.48,1012.4
1332,637,29,5,768.15,3840.75
1333,1710,21,1,670.89,670.89
1334,831,36,2,389.19,778.38
1335,1405,4,3,520.29,1560.87
1336,1290,17,1,184.12,184.12
1337,153,44,3,386.57,1159.71
1338,1668,35,1,146.98,146.98
1339,421,39,2,547.18,1094.36
1340,52,23,1,616.52,616.52
1341,755,5,5,341.83,1709.15
1342,1670,29,1,768.15,768.15
1343,564,33,1,278.99,278.99
1344,987,16,2,780.63,1561.26
1345,803,21,5,670.89,3354.45
1346,1983,24,4,432.46,1729.84
1347,262,5,4,341.83,1367.32
1348,220,19,2,256.7,513.4
1349,1585,2,3,478.44,1435.32
1350,861,39,3,547.18,1641.54
1351,410,22,4,599.49,2397.96
1352,97,42,3,946.59,2839.77
1353,460,31,3,281.84,845.52
1354,1597,40,1,71.63,71.63
1355,1967,11,3,460.85,1382.55
1356,1976,3,3,662.25,1986.75
1357,1072,10,5,851.23,4256.15
1358,956,2,1,478.44,478.44
1359,1062,39,2,547.18,1094.36
1360,250,21,5,670.89,3354.45
1361,1591,46,5,755.93,3779.65
1362,1221,38,3,420.71,1262.13
1363,1817,14,4,156.09,624.36
1364,662,38,1,420.71,420.71
1365,1339,43,2,858.15,1716.3
1366,1332,25,1,451.44,451.44
1367,24,5,2,341.83,683.66
1368,142,37,5,709.34,3546.7
1369,1448,37,5,709.34,3546.7
1370,930,47,4,542.83,2171.32
1371,1148,35,1,146.98,146.98
1372,518,34,1,894.09,894.09
1373,1588,39,4,547.18,2188.72
1374,1700,43,5,858.15,4290.75
1375,1910,34,4,894.09,3576.36
1376,161,21,3,670.89,2012.67
1377,562,13,5,499.42,2497.1
1378,1229,19,2,256.7,513.4
1379,1934,22,2,599.49,1198.98
1380,1986,50,3,441.47,1324.41
1381,1853,15,4,893.72,3574.88
1382,223,21,1,670.89,670.89
1383,532,45,2,943.3,1886.6
1384,263,29,4,768.15,3072.6
1385,284,24,1,432.46,432.46
1386,746,23,5,616.52,3082.6
1387,1526,33,1,278.99,278.99
1388,545,24,4,432.46,1729.84
1389,1235,39,2,547.18,1094.36
1390,882,29,4,768.15,3072.6
1391,1702,15,5,893.72,4468.6
1392,1352,9,5,984.09,4920.45
1393,397,16,4,780.63,3122.52
1394,357,44,5,386.57,1932.85
1395,350,43,2,858.15,1716.3
1396,1411,39,3,547.18,1641.54
1397,123,19,3,256.7,770.1
1398,1318,21,1,670.89,670.89
1399,706,6,4,676.06,2704.24
1400,964,27,5,455.56,2277.8
1401,812,10,5,851.23,4256.15
1402,1308,32,2,716.4,1432.8
1403,999,12,4,202.48,809.92
1404,15,1,2,678.86,1357.72
1405,429,8,4,34.17,136.68
1406,210,17,5,184.12,920.6
1407,561,46,4,755.93,3023.72
1408,575,48,1,801.86,801.86
1409,1343,9,1,984.09,984.09
1410,744,28,1,841.45,841.45
1411,1012,45,2,943.3,1886.6
1412,480,5,2,341.83,683.66
1413,453,33,5,278.99,1394.95
1414,1488,25,4,451.44,1805.76
1415,1281,23,2,616.52,1233.04
1416,1257,26,5,746.21,3731.05
1417,513,16,3,780.63,2341.89
1418,258,8,3,34.17,102.51
1419,372,22,5,599.49,2997.45
1420,206,39,5,547.18,2735.9
1421,1072,7,1,808.49,808.49
1422,41,5,3,341.83,1025.49
1423,34,29,4,768.15,3072.6
1424,1761,41,4,395.57,1582.28
1425,1656,48,4,801.86,3207.44
1426,626,19,4,256.7,1026.8
1427,1968,45,2,943.3,1886.6
1428,948,47,2,542.83,1085.66
1429,1863,47,5,542.83,2714.15
1430,815,33,1,278.99,278.99
1431,1428,10,1,851.23,851.23
1432,1359,38,5,420.71,2103.55
1433,793,24,4,432.46,1729.84
1434,457,25,3,451.44,1354.32
1435,1232,29,2,768.15,1536.3
1436,1706,33,5,278.99,1394.95
1437,39,18,1,469.89,469.89
1438,253,15,3,893.72,2681.16
1439,1867,32,3,716.4,2149.2
1440,474,4,5,520.29,2601.45
1441,1090,34,5,894.09,4470.45
1442,64,38,5,420.71,2103.55
1443,477,28,3,841.45,2524.35
1444,159,21,4,670.89,2683.56
1445,1846,21,2,670.89,1341.78
1446,1330,10,1,851.23,851.23
1447,1916,48,2,801.86,1603.72
1448,1490,28,5,841.45,4207.25
1449,1559,18,5,469.89,2349.45
1450,381,40,3,71.63,214.89
1451,1636,7,3,808.49,2425.47
1452,330,19,2,256.7,513.4
1453,1942,8,3,34.17,102.51
1454,762,18,4,469.89,1879.56
1455,356,29,2,768.15,1536.3
1456,692,11,3,460.85,1382.55
1457,20,17,5,184.12,920.6
1458,9,49,1,493.34,493.34
1459,386,15,3,893.72,2681.16
1460,1247,10,1,851.23,851.23
1461,1787,14,5,156.09,780.45
1462,567,33,2,278.99,557.98
1463,411,2,5,478.44,2392.2
1464,78,3,5,662.25,3311.25
1465,1871,35,2,146.98,293.96
1466,97,1,4,678.86,2715.44
1467,1228,2,3,478.44,1435.32
1468,349,14,3,156.09,468.27
1469,1484,37,4,709.34,2837.36
1470,1683,47,4,542.83,2171.32
1471,1898,34,2,894.09,1788.18
1472,1525,30,3,489.74,1469.22
1473,18,8,1,34.17,34.17
1474,1042,29,4,768.15,3072.6
1475,1541,32,3,716.4,2149.2
1476,1450,6,2,676.06,1352.12
1477,1240,18,1,469.89,469.89
1478,1301,23,1,616.52,616.52
1479,54,48,2,801.86,1603.72
1480,1397,47,1,542.83,542.83
1481,1557,21,2,670.89,1341.78
1482,1562,33,3,278.99,836.97
1483,702,18,4,469.89,1879.56
1484,141,41,5,395.57,1977.85
1485,885,44,1,386.57,386.57
1486,484,46,3,755.93,2267.79
1487,647,3,4,662.25,2649.0
1488,1361,7,5,808.49,4042.45
1489,1816,21,2,670.89,1341.78
1490,353,36,1,389.19,389.19
1491,1094,41,1,395.57,395.57
1492,1356,16,2,780.63,1561.26
1493,1804,38,4,420.71,1682.84
1494,616,15,2,893.72,1787.44
1495,144,17,4,184.12,736.48
1496,1154,10,4,851.23,3404.92
1497,607,12,4,202.48,809.92
1498,1848,19,2,256.7,513.4
1499,1632,13,1,499.42,499.42
1500,577,34,2,894.09,1788.18
1501,579,1,4,678.86,2715.44
1502,1199,5,4,341.83,1367.32
1503,1582,36,5,389.19,1945.95
1504,39,14,2,156.09,312.18
1505,1313,3,4,662.25,2649.0
1506,779,45,3,943.3,2829.9
1507,1312,40,4,71.63,286.52
1508,1831,41,5,395.57,1977.85
1509,344,16,3,780.63,2341.89
1510,749,31,5,281.84,1409.2
1511,1581,43,2,858.15,1716.3
1512,124,20,2,461.89,923.78
1513,1973,19,4,256.7,1026.8
1514,1641,32,4,716.4,2865.6
1515,1338,39,3,547.18,1641.54
1516,593,35,4,146.98,587.92
1517,1945,19,1,256.7,256.7
1518,188,15,1,893.72,893.72
1519,3,49,3,493.34,1480.02
1520,1727,27,4,455.56,1822.24
1521,1488,21,2,670.89,1341.78
1522,680,43,4,858.15,3432.6
1523,1773,8,2,34.17,68.34
1524,343,30,3,489.74,1469.22
1525,1627,43,1,858.15,858.15
1526,1657,23,4,616.52,2466.08
1527,1107,46,2,755.93,1511.86
1528,350,50,4,441.47,1765.88
1529,356,32,5,716.4,3582.0
1530,781,27,2,455.56,911.12
1531,1025,2,3,478.44,1435.32
1532,1312,18,5,469.89,2349.45
1533,1994,14,4,156.09,624.36
1534,1718,4,5,520.29,2601.45
1535,1554,50,3,441.47,1324.41
1536,1509,17,3,184.12,552.36
1537,1682,27,4,455.56,1822.24
1538,1173,29,4,768.15,3072.6
1539,472,26,3,746.21,2238.63
1540,1510,4,3,520.29,1560.87
1541,505,32,2,716.4,1432.8
1542,208,22,1,599.49,599.49
1543,1808,20,4,461.89,1847.56
1544,1567,27,2,455.56,911.12
1545,1135,37,2,709.34,1418.68
1546,931,35,2,146.98,293.96
1547,259,50,1,441.47,441.47
1548,1398,40,5,71.63,358.15
1549,1298,22,2,599.49,1198.98
1550,1980,39,5,547.18,2735.9
1551,1838,2,1,478.44,478.44
1552,992,25,1,451.44,451.44
1553,735,50,3,441.47,1324.41
1554,1627,23,5,616.52,3082.6
1555,920,5,1,341.83,341.83
1556,253,34,2,894.09,1788.18
1557,663,24,5,432.46,2162.3
1558,799,13,2,499.42,998.84
1559,173,35,4,146.98,587.92
1560,236,46,2,755.93,1511.86
1561,789,19,2,256.7,513.4
1562,1691,24,3,432.46,1297.38
1563,31,27,2,455.56,911.12
1564,1553,36,2,389.19,778.38
1565,1777,1,1,678.86,678.86
1566,737,2,5,478.44,2392.2
1567,434,7,5,808.49,4042.45
1568,1198,26,4,746.21,2984.84
1569,1921,3,2,662.25,1324.5
1570,491,19,3,256.7,770.1
1571,415,2,2,478.44,956.88
1572,1673,41,2,395.57,791.14
1573,1266,3,3,662.25,1986.75
1574,770,48,1,801.86,801.86
1575,1421,25,4,451.44,1805.76
1576,1576,9,3,984.09,2952.27
1577,846,6,1,676.06,676.06
1578,1855,5,5,341.83,1709.15
1579,859,47,4,542.83,2171.32
1580,203,2,1,478.44,478.44
1581,1891,48,5,801.86,4009.3
1582,1202,39,2,547.18,1094.36
1583,277,7,5,808.49,4042.45
1584,407,26,2,746.21,1492.42
1585,56,39,3,547.18,1641.54
1586,1134,21,4,670.89,2683.56
1587,1682,33,1,278.99,278.99
1588,1256,20,3,461.89,1385.67
1589,121,30,2,489.74,979.48
1590,347,7,3,808.49,2425.47
1591,1600,42,5,946.59,4732.95
1592,73,31,4,281.84,1127.36
1593,969,19,4,256.7,1026.8
1594,1847,6,2,676.06,1352.12
